cuisine,name
Cafes,Passenger Cafe
Pizza,Boston Pizza
Vietnamese,Pho Tau Bay
Mexican,Taqueria Alebrijes
Chinese,King Do Seafood Restaurant
Fast Food,Burger King
Cafes,Starbucks
Middle Eastern,Donair Star
Pizza,Select Pizza
Fish & Chips,Fishin' Chips
Indian,Desi Dosa Madras
Canadian (New),Ricky's All Day Grill
Bakeries,Michael's Artisan Bakery & Cafe
Vietnamese,Huong Que
Burgers,White Spot - Walnut Grove
Gluten-Free,Naomi Pho Restaurant
Cafes,Hive Cafe
Pizza,Freshslice Pizza
Pizza,Papa John's Pizza
Burgers,BREWSTER'S PUB & LIQUOR STORE
Japanese,Sushi Topia
Cafes,One Up Cafe
Indian,Chettinad Dosa King
Pizza,Bucky's West Coast Pizzeria
Breakfast & Brunch,Cafe Brunch Box
Indian,Sirka Gourmat Takeout
Indian,Punjab Sweet House
Fast Food,Chester Chicken
Sandwiches,Quiznos
Thai,Leela Thai Restaurant
Desserts,Prabu Sweets
Pizza,Pizza Avenue
Vietnamese,Pho Express Angkor
Mexican,Viva Mexico Restaurant
Seafood,C-Lovers Fish & Chips
Bakeries,Afghan Bakery & Fast Food
Sushi Bars,Bento Sushi
Sushi Bars,Sushi Yen
Indian,Tastes Of Hyderabad
Pizza,Kwantlen
Coffee & Tea,Tim Hortons
Pizza,Crustos Pizza & Wings
Breakfast & Brunch,Morrison Cafe
Pizza,Little Caesars Pizza
Guamanian,Casa Mia Cafe
Sandwiches,Ba Le Deli & Sandwiches
Indian,Kerala kitchen
American,Amelia Restaurant
Fast Food,A&W
Coffee & Tea,Tim Hortons
Fast Food,Potato Corner - Central City
Fast Food,McDonald's
Breakfast & Brunch,Cora Breakfast & Lunch
Japanese,Hi Sushi
Chicken Wings,Church's Texas Chicken
Sandwiches,Firehouse Subs
American,Katy's Restaurant
Sandwiches,Quiznos
Pizza,Camy's Pizza
Indian,King George Sweets & Restaurant
Indian,Mughal Garden
Chicken Wings,Chicken World
Comfort Food,Montana's
Cafes,Espresso Cafe
Pizza,The Great
Bars,Milestones Restaurants
Indian,Dhaba 76 Indian Takeout
Chinese,Dragon Bowl
Pakistani,Gulberg Tandoor
Sushi Bars,Bento Sushi
Gastropubs,Townhall Maple Ridge
American,Bells Bistro and Catering
Sandwiches,Subway
Diners,Five Corners Cafe
Ethical Grocery,Cacao Mexican Food
Indian,Payal chaat house
Sushi Bars,Aka Sushi
Halal,Pizza Art
Sushi Bars,Tobiko Sushi
Barbeque,BBQTek
Cafes,Captain's Nook
Thai,Nahm Thai Bistro
Pubs,Browns Socialhouse Grandview Corners
Coffee & Tea,Blenz Coffee
Beer Bar,Match Eatery & Public House
Pizza,Royals Pizza
Seafood,Montgomery's Cottage Lunch
Fast Food,A&W
Vietnamese,C & U Vietnamese Restaurant
Pizza,Omega Pizza & Wings
Sushi Bars,Tengoku Sushi
Fast Food,Chipotle Mexican Grill
Cafes,Java Hut Cafe
Juice Bars & Smoothies,Mindful Juice Bar
Pizza,Pizza Hut
Indian,Kalash Indian Kitchen
Vietnamese,Pho 68
Japanese,Izumo Sushi Japenese Restaurant
Desserts,Calgary Sweets
Indian,Saini Sweet & Restaurant
Canadian (New),White Spot
Burgers,Bun + Burger
Dim Sum,Empire Garden Chinese Restaurant
Delis,The Turkey House & Deli
Middle Eastern,Hashtag Donair
Noodles,Island Foot Clinics - Surrey
Fast Food,Dairy Queen Grill & Chill
Korean,Rodem Korea
Sushi Bars,Nikko Sushi
Japanese,Damiko Sushi
Pizza,Freshslice Pizza
Cafes,Sugar Cube Cafe
Bakeries,Lemon Bakery
Coffee & Tea,Tim Hortons
Vietnamese,Pho Hoa Noodle Soup
Vietnamese,Pho 99
Cafes,Sweet Revenge Bakery & Cafe
Indian,Kohinoor Sweets & Restaurant
Breakfast & Brunch,De Dutch
Breakfast & Brunch,IHOP
Chinese,Sichuan Yummy Food - Wonton House
Mexican,Mucho Burrito Fresh Mexican Grill
Pizza,Freshslice Go
Pizza,Damiano's Pizza
Pizza,Papa Johns Pizza
Vietnamese,Pho 99 Delta
Fast Food,Nando's Peri-Peri
Indian,Rose Sweets Tandoori
Indian,Rama Sweets & Restaurant
Indian,Sachdeva Sweets & Restaurant
Salad,The Chopped Leaf
Middle Eastern,Donair Affair
Pizza,Philosophy Pizza
Pizza,Delta Pizza
Pizza,Top in Town Pizza & Curry
Burgers,Carl's Jr
Korean,Chicko Chicken
Lebanese,Donair Affair
Southern,Nashville Hot Chicken
Arabic,Mouneh Lebanese Gourmet Food & baking
Sports Bars,Rendezvous Pub
Desserts,Stuffies Pastries
Pizza,Newton Pizza Cloverdale
Japanese,Sashimi & Sushi Express
Pizza,Classic O P Pizza
Pizza,Boston Pizza
Pizza,Alberto's Pizza
Food Delivery Services,Sharmaji Cafe
Vietnamese,Pho Hung Restaurant
Japanese,Sushi Line Japanese Restaurant
Middle Eastern,Al Medina Restaurant
Fast Food,Charleys Cheesesteaks
Burgers,Fatburger
Cafes,Red Velvet Cafe and Gifts
Vietnamese,Langley Vietnamese Cuisine
Pakistani,Red Chillies Kitchen
Pizza,Freshslice Pizza
Pizza,Panago Pizza
Pizza,Freshslice Pizza
Juice Bars & Smoothies,Freshii
Fast Food,Chicko Chicken
Mexican,Taco Time
Pizza,Hot Pan Pizza
Cafes,Training Day Cafe - Fleetwood
Vietnamese,All About Pho
Japanese,Nami Japanese Restaurant
Mexican,The Taco Factory
Halal,Silver Spoon Pizza & Curry Restaurant
Vietnamese,Pho An Nam
Japanese,Kyoto Sushi Japanese Restaurant Ltd
Desserts,Diya Restaurant And Sweets
Breakfast & Brunch,White Spot
