county,embedding
Camas Idaho," 2.0229079e-01,-1.2718027e-02,-4.6791151e-02,-9.2288345e-02,-5.9792917e-02, 4.5086793e-03, 9.3660273e-02,-1.1116299e-02, 8.9981901e-03,-2.2976104e-02,-9.1914125e-03,-2.9335190e-02,-1.5591547e-02, 1.3391361e-02,-1.4127194e-02, 9.1282586e-03, 3.0683249e-02, 4.2505760e-02,-9.3366513e-03,-1.3644963e-03,-3.8616913e-03, 7.9216756e-04, 5.3613959e-03,-1.8979487e-03,-2.8760702e-04, 6.6877268e-03,-9.5454516e-04,-3.5650330e-03,-1.4396675e-03, 2.7272224e-03, 4.0027350e-03, 2.4013930e-04,-4.9865120e-03,-8.5350266e-04, 2.7031929e-03,-3.6229005e-03,-3.1333563e-03,-4.7386601e-03,-9.3787973e-04, 2.4423043e-03,-2.5740624e-04, 1.6662410e-04,-4.3576068e-04, 1.1755188e-03, 3.4104247e-04, 7.5241807e-04, 6.8613546e-05, 5.7487009e-04, 4.1721531e-04,-9.7275646e-05"
Cambria Pennsylvania,"-1.7363471e-01, 3.2282129e-02, 1.2258209e-01,-7.7686451e-02,-1.4429253e-02, 2.3817033e-02,-3.7893865e-02,-3.6146563e-02, 1.5334444e-02,-4.8469198e-03,-9.8255137e-03,-9.8611359e-03, 1.6491965e-03,-3.1429010e-03, 5.3358311e-04,-5.8756243e-03, 1.1630857e-02,-5.1266141e-03, 4.4626422e-04,-2.4109480e-03,-7.9640892e-04, 3.2735625e-04, 6.1667389e-03, 1.2122614e-02, 6.0726330e-03,-1.3608631e-03, 4.0412406e-03, 1.0789861e-03,-8.4078805e-05,-4.9233995e-03, 8.6234482e-03,-6.6793538e-03,-2.9262695e-03, 2.4485313e-03, 1.2833024e-03,-8.8051544e-04,-1.8867232e-03,-9.6365024e-05, 1.6955644e-04, 8.1521505e-04,-1.1994875e-03, 3.5490221e-04, 6.2724849e-04, 7.2662981e-04, 7.1519171e-04,-8.1633130e-04,-4.3043413e-04, 1.6046867e-04,-1.0440705e-04, 4.3232820e-04"
Camden Georgia,"-0.0397858 , 0.01908175,-0.00914576,-0.03011381, 0.01368707,-0.00084568, 0.05839495,-0.01019465, 0.00234256, 0.00455852, 0.01286389, 0.00308447, 0.00331393, 0.00019865,-0.00509637,-0.00734738,-0.01090791, 0.00160782, 0.01990442,-0.00710588,-0.00067673,-0.00469206, 0.01654023, 0.00309066,-0.00342121, 0.00042307,-0.01180087, 0.00133854, 0.00338005,-0.00041777, 0.00019259,-0.00014769, 0.00091807, 0.00661194,-0.00506114,-0.00042844, 0.00303882, 0.0023902 ,-0.00571504,-0.00051435, 0.00258107,-0.00057732, 0.0017137 ,-0.00204677,-0.00072963, 0.00069874, 0.00157965, 0.00031752,-0.00171849, 0.00013706"
Camden Missouri," 0.07308722, 0.06837673, 0.03262505,-0.03925171, 0.00714581,-0.03093189,-0.00798647,-0.01616076,-0.04676908,-0.0219336 , 0.03808582, 0.00571636, 0.0157898 , 0.00432901, 0.00664604,-0.00571031,-0.00307961,-0.00475566, 0.00279983, 0.00164785,-0.00354311, 0.00190234, 0.00362153,-0.0060395 , 0.00235087, 0.00310822,-0.00046369,-0.00208717,-0.00036039, 0.00377073, 0.00172886,-0.00185533, 0.00033346,-0.00042187, 0.00208555, 0.00254728, 0.00165318, 0.00036121, 0.00113097, 0.00031457, 0.00341781, 0.00164155,-0.00058293, 0.00140511,-0.00126219, 0.00098377,-0.00143694,-0.00054706,-0.00189259,-0.00031888"
Camden New Jersey,"-6.83022439e-02,-5.74088693e-02, 4.87772673e-02, 1.14173060e-02, 3.12491748e-02, 3.99699174e-02, 4.12803590e-02, 2.79112048e-02, 1.19411480e-02,-3.25334142e-03, 1.82183236e-02, 4.82373200e-02, 2.91773062e-02,-9.91738867e-04,-7.02368980e-03,-9.33861267e-03,-8.55159294e-03, 8.02416913e-03, 3.22546959e-02,-8.00668262e-03,-3.00534209e-03,-1.89676788e-02, 2.62705982e-03,-2.49104900e-03,-3.31053212e-02,-5.30165993e-03, 4.57772100e-03,-2.97901989e-03, 1.34629563e-05,-4.03211452e-03, 9.64259822e-03,-1.07282065e-02, 8.87336733e-04, 2.21458706e-03,-9.61343292e-03,-3.73105984e-03, 1.42105939e-02,-7.59603223e-03, 1.00547755e-02, 1.88292190e-03,-3.85861495e-03,-2.26920773e-03,-5.69752418e-04, 1.44747728e-02,-8.64875596e-03, 1.74581970e-03,-2.84413272e-03, 8.47254600e-03, 4.55287751e-03, 6.54336240e-04"
Camden North Carolina,"-1.05692344e-02,-3.95976566e-02, 9.45399236e-03, 1.79318842e-02, 1.65653713e-02, 3.75728235e-02, 3.43184732e-02,-1.41948899e-02, 2.47242171e-02, 2.16199402e-02, 1.34401359e-02, 1.60376951e-02, 1.36435847e-03, 2.97790184e-03,-6.10502902e-03, 1.44902570e-03,-9.09336098e-03, 6.02429081e-03, 1.43331401e-02,-7.74131948e-03,-1.06887275e-03, 5.62869897e-03, 3.74104292e-03,-5.48699731e-03,-1.17800385e-02,-5.91179729e-03, 4.06978093e-03,-7.87709653e-03,-7.44906906e-03,-1.87593614e-04,-3.30648944e-03,-1.54551759e-03,-4.66988888e-03,-1.15139484e-02, 9.99507401e-03,-1.07018566e-02, 2.21870816e-03, 1.11491261e-02,-3.97632271e-03, 8.09702557e-03,-5.36432769e-03,-8.40296852e-05,-4.64279111e-03, 8.20430636e-04,-2.04452593e-03,-1.92342763e-04, 2.88942549e-03, 2.13784957e-03,-2.86365673e-03,-6.26824854e-04"
Cameron Parish Louisiana," 4.02899265e-01,-4.42503728e-02,-7.34113157e-02,-1.12147905e-01, 3.15982923e-02, 4.85147126e-02,-2.00557001e-02, 3.44004519e-02, 8.27671029e-03, 1.66448187e-02, 1.40554234e-02,-1.72671024e-03, 1.53938141e-02,-1.96892004e-02,-6.40404448e-02, 4.62951958e-02, 5.49330423e-03,-7.44707063e-02,-3.40957642e-02,-3.02131027e-02,-3.38352993e-02,-1.53122153e-02, 1.37138169e-03,-2.82692276e-02, 6.42844336e-03, 2.10570917e-03,-1.10840993e-02,-3.14196059e-03,-3.70705058e-03,-9.27601475e-03, 8.86642374e-03, 7.77261914e-04,-1.18986666e-02, 4.61368402e-03,-2.57967156e-04,-8.54957942e-03,-1.09705923e-03,-2.67555052e-03,-5.01796510e-03,-4.08300757e-03,-9.79704433e-04, 5.89429028e-03, 4.38044453e-03, 1.87742861e-03,-1.53417019e-02,-1.83797963e-02,-3.03923804e-03,-6.66749896e-03, 3.77796451e-03, 1.47616714e-02"
Cameron Pennsylvania,"-0.03270689, 0.04360098,-0.03424155, 0.02630858,-0.01331916, 0.08344371, 0.00936237,-0.0229695 ,-0.01103604, 0.03591697, 0.01297876,-0.02713701, 0.01393582, 0.00814062,-0.01472988,-0.02412328, 0.00364086,-0.00579614,-0.00189026, 0.00964706,-0.00544859, 0.00240183,-0.00819481, 0.0148698 ,-0.01281481, 0.01584999, 0.0013856 ,-0.00784572, 0.0030333 ,-0.01094233,-0.01272245,-0.00223143,-0.00581469,-0.0089548 ,-0.00331069,-0.00021174, 0.00026949, 0.00622504,-0.00183504, 0.00010271,-0.00288477,-0.00085856,-0.00285394,-0.00248311, 0.00017204,-0.00300182, 0.001626  ,-0.01173351,-0.0043872 ,-0.00136254"
Cameron Texas,"-6.7279778e-02,-5.9824958e-02,-1.4962623e-02,-2.4551643e-02, 8.8003874e-02,-1.0375362e-01,-1.2837878e-02,-1.7424351e-02,-1.7441330e-02,-6.6094128e-03,-2.8484140e-03,-1.2684734e-02,-3.6306421e-03,-1.7156850e-03, 7.3171686e-03, 8.2523013e-03,-7.4314745e-03,-6.5903994e-04,-1.2885266e-02,-1.3905317e-02, 1.4041000e-02, 1.1755331e-02,-1.2280651e-02,-7.9925271e-04, 2.7654164e-03, 1.1459375e-03,-6.3778805e-03,-2.0473681e-03,-1.2857397e-03, 1.9330051e-03,-5.9202674e-04,-1.4253892e-03, 2.4706058e-04,-1.9298722e-04,-1.6354447e-03, 1.4860832e-04, 4.5559733e-04,-4.6792533e-04,-2.9930728e-04,-4.8986165e-04,-7.1750715e-04,-9.8554396e-05,-1.4951914e-04,-5.6733808e-04, 5.6526985e-04,-1.3405572e-04,-1.8168945e-05, 1.7675027e-04, 4.2174102e-04,-5.9363410e-05"
Camp Texas,"-0.02548757, 0.03456089, 0.00111293, 0.01222479, 0.04949059, 0.02272299, 0.13710994, 0.01368999,-0.04187029,-0.02182161, 0.03165006,-0.04743358,-0.00100319,-0.00558852,-0.00082613,-0.01176973, 0.01187332, 0.00031764,-0.01641928,-0.00292512, 0.00604401,-0.00095524,-0.00546704,-0.0036648 ,-0.00080335,-0.00733521,-0.00129609,-0.00050267,-0.00858852, 0.00282575, 0.00130324,-0.00143644, 0.00224219,-0.00292515,-0.00223597, 0.00217106, 0.00141671,-0.00256295,-0.00203726, 0.00027778, 0.00131808, 0.0029799 , 0.00052023, 0.00166281, 0.00080807, 0.00065872, 0.00149514, 0.00039024, 0.00257925,-0.00114707"
Campbell Kentucky,"-0.07368016,-0.00609761, 0.00433116,-0.00034428, 0.03952913, 0.01304492, 0.00908739,-0.02167854, 0.01715297, 0.03416475,-0.01263438, 0.01370893, 0.00627856,-0.00535267, 0.00644747, 0.01433805,-0.00062577, 0.01853027, 0.00076926,-0.01035414, 0.00280965,-0.00755966, 0.00819241,-0.01150026,-0.00208019, 0.00427653, 0.00510091, 0.00274755,-0.01304266,-0.00294618,-0.00278213,-0.00100737,-0.00984927, 0.00016509,-0.00284522, 0.00220886, 0.00170859,-0.00074495,-0.00028666,-0.00541215,-0.0008577 , 0.00104282, 0.00214377,-0.00110932,-0.00067221, 0.00025311, 0.00012258,-0.00051446,-0.00137907, 0.00292879"
Campbell South Dakota,"-1.91451833e-01, 3.01116973e-01, 5.54443861e-04, 1.74470413e-02,-6.94192499e-02,-3.55818495e-02,-1.18823685e-02, 2.29168773e-01,-1.30587921e-03, 8.76550376e-03, 1.02339694e-02,-1.99598838e-02,-5.17400634e-03,-4.22456255e-03, 1.06629068e-02,-1.03709986e-02,-7.69949658e-03,-1.19174886e-02, 1.01402411e-02, 2.91550905e-03,-2.60585919e-03, 3.71528347e-03,-3.79480468e-03,-7.07076862e-03,-1.19035761e-03,-2.46217940e-04, 6.41592022e-04, 7.49132305e-04,-2.80459807e-03, 3.44330305e-03, 1.52518670e-03, 2.14264262e-03,-4.13738191e-04,-1.96803105e-03,-1.01088895e-03,-3.62086459e-04, 2.25690007e-03, 1.11632666e-03, 9.11543146e-04, 8.25676470e-05,-1.53366721e-03,-2.99738953e-04, 3.70009628e-04, 1.13596872e-03, 1.27573643e-04, 1.01831916e-04,-5.49278746e-04, 3.30084615e-04,-2.29973448e-04,-4.66980768e-04"
Campbell Tennessee,"-7.7951893e-02,-5.8423180e-02, 9.6470356e-04, 1.1060092e-02,-2.0909440e-02,-8.8733416e-03, 1.5790723e-02, 7.3848488e-03, 1.6080448e-02, 1.0603086e-02,-9.4544934e-03, 1.2680217e-02, 4.0955022e-03,-4.8400504e-03,-9.6642114e-03, 1.0064515e-02,-2.2095844e-02, 6.0105808e-03, 7.8282971e-03,-2.6442888e-03, 4.4083046e-03,-8.0758752e-03, 2.9366950e-03,-9.0351133e-03,-1.9251231e-02,-5.3796661e-03,-4.0875250e-03,-4.7245971e-03,-5.0489292e-03, 9.6259051e-04, 3.9558038e-03,-6.9146920e-03, 5.3531360e-03,-4.0791179e-03, 2.2740751e-03,-6.5388835e-05,-1.5615126e-03, 4.9931123e-03, 1.0406823e-02,-2.1784939e-04,-3.2787547e-03, 6.5655174e-04,-1.5357785e-03,-2.7682269e-03,-4.7323206e-03,-6.2462193e-04, 3.6490876e-03, 4.9012193e-05,-2.5627397e-03, 4.9474798e-05"
Campbell Virginia,"-3.1529363e-02,-3.4603637e-02, 2.2723023e-02, 1.4183478e-02, 1.4134418e-02, 5.5961525e-03, 9.6650161e-03, 5.7372477e-02,-2.7784619e-03,-9.8118959e-03,-5.3654104e-03, 3.8155835e-02,-5.1824977e-03,-4.2958027e-03, 4.6966881e-03,-1.1012417e-02,-9.4788810e-03, 2.2521587e-03, 1.2801535e-03, 4.8743999e-03,-1.0194580e-02, 7.4455510e-03, 1.8148060e-03,-2.4060151e-03,-3.4211163e-04,-4.0339199e-03,-3.1470638e-03,-4.8786462e-03, 1.2713124e-04, 1.4554183e-03, 3.1644441e-03,-1.2424999e-03,-2.4129581e-03,-2.2329683e-03,-5.6238263e-04,-1.4951468e-03,-1.7736536e-03, 1.8879587e-03,-2.6077051e-03,-7.3339269e-03,-4.9059617e-04, 1.4236835e-03,-1.7600727e-03, 3.3901285e-03, 3.3048820e-03,-1.4023717e-03,-8.8089798e-04,-1.3470763e-03,-6.3302706e-04, 1.2485040e-05"
Campbell Wyoming,"-6.9910794e-02, 4.0716540e-02,-4.9535860e-03, 1.4289079e-02, 9.1677820e-03,-6.3396371e-03,-1.7393947e-02,-3.3795219e-02,-2.2317858e-02,-1.6757175e-02,-3.0346606e-02, 1.4950769e-02, 3.3646359e-03,-5.9567797e-03, 3.5317605e-03,-1.7930064e-02,-1.8481810e-03,-2.4491656e-03, 3.9384151e-03,-5.7865302e-03,-5.9953788e-03,-2.2452462e-03, 1.1084545e-03, 2.2392473e-03, 7.0835026e-03, 9.5451740e-04, 7.8557273e-03, 2.2109868e-03, 1.7246797e-03,-4.2713215e-03, 9.3166381e-03,-8.2181701e-03, 8.5477810e-04, 2.3460474e-03,-2.3559453e-04,-1.1154455e-04,-4.9176981e-04,-7.3598325e-04,-4.3894822e-04,-6.6120480e-04,-8.5193932e-04,-2.1375603e-05, 1.9548650e-04, 2.5091297e-04,-5.9760255e-06,-6.0976023e-04,-3.8210019e-05,-3.4508546e-04,-1.9933195e-04, 3.0866755e-05"
Canadian Oklahoma,"-1.2469204e-02,-1.4371805e-02, 5.5391784e-03,-1.3312232e-02,-4.0109508e-02,-2.7530058e-03, 4.8605897e-03,-1.2817661e-02, 1.1002709e-02, 2.5485257e-02,-1.4431304e-02,-3.3303120e-03, 1.5026996e-03,-2.5489512e-03, 2.7580659e-03, 3.0993463e-02,-1.1417432e-02, 4.7763721e-03, 2.8478450e-03, 1.6789291e-02,-3.9653792e-03,-4.0154275e-03,-1.2413025e-02, 4.4331532e-03,-7.8259883e-03,-6.0292971e-03,-1.7031877e-03,-2.4024867e-03, 4.6713236e-03,-1.6429054e-03, 1.3268357e-03, 3.4668471e-03,-4.3331361e-03, 1.0304833e-03,-5.8835633e-03, 8.0594356e-04, 6.5880031e-03,-1.6757759e-03, 2.4821844e-03, 1.0355186e-03,-7.9039938e-04,-3.7351172e-06,-7.7357655e-04,-1.0099200e-03,-1.7676718e-03,-1.3217859e-03, 8.2225905e-04,-3.2807456e-03,-5.6249037e-04, 4.5390491e-04"
Candler Georgia,"-7.2826147e-02,-2.5051286e-02,-9.6208369e-03,-3.8033016e-03, 2.5169535e-03, 4.2154803e-03, 9.3463354e-02,-1.3654360e-02,-4.2211860e-02,-5.3238159e-04, 2.0943251e-02,-3.8319327e-02,-1.5647203e-02, 1.0733699e-02,-1.2718921e-04,-4.7509060e-03, 4.4418983e-03, 2.0555608e-04,-1.3325950e-03,-7.3068269e-04,-8.5253110e-03, 9.9902542e-04, 2.4080826e-03,-5.3283863e-04,-2.1880798e-03, 6.7643924e-03,-7.4492430e-04,-1.6553012e-03,-1.4302843e-03, 2.9625031e-03, 5.2180896e-03, 3.4845571e-03, 1.8632341e-03,-1.3745948e-03,-1.4910511e-03, 1.6287033e-03, 9.8838797e-04,-4.2626771e-04,-7.6260336e-04,-1.3538132e-03, 7.4897130e-04,-1.3176501e-03,-5.5409357e-04,-8.3223735e-05,-4.1204732e-04, 5.4638839e-04, 1.4898283e-04, 2.9023734e-04,-9.5664291e-05, 7.4022374e-04"
Cannon Tennessee," 0.08939496,-0.00024632,-0.03483839, 0.03632199,-0.02651781,-0.03878202,-0.01757159,-0.01471598,-0.01613056,-0.00721943, 0.02896111, 0.01657783, 0.00030165,-0.01128914, 0.00807667, 0.00504271, 0.00641953,-0.01524554,-0.0155785 ,-0.00559194,-0.00907188,-0.00152661,-0.00194385,-0.00298763, 0.00425411, 0.00586292,-0.00127864,-0.00266649,-0.00332905, 0.00589348,-0.00303894,-0.00806982,-0.00133188,-0.00057246, 0.00882623, 0.00325404, 0.00113125,-0.00280421,-0.0002237 , 0.00288962, 0.01926156, 0.00407721,-0.00272737, 0.00782402,-0.01192212, 0.00047181,-0.00531372,-0.00222106,-0.0108739 , 0.00100614"
Canyon Idaho,"-1.2991014e-01,-7.6190032e-02,-9.9898111e-03,-2.7571570e-02,-1.6653253e-02,-2.1627756e-02,-2.4427082e-02, 9.5666578e-04,-2.7597104e-03, 6.1628863e-04, 9.6430760e-03,-1.1795034e-02, 7.5298855e-03, 1.2492715e-02,-6.3968371e-03, 1.4054130e-03,-6.7743603e-03,-4.5590682e-04, 1.1936009e-03,-6.9866451e-03,-1.4413583e-05,-7.4970536e-04,-9.3031712e-03,-2.2317220e-03,-6.3354718e-03,-8.9061242e-03, 1.1982807e-03,-3.0552389e-04,-9.6398657e-03,-2.9773563e-03,-8.7031152e-04, 2.4284257e-03, 2.2362270e-03,-3.4129416e-04, 4.2737355e-03, 1.7852419e-03,-1.5290512e-03, 2.7005665e-03, 3.6536048e-03,-7.9083582e-03, 1.2607614e-03,-3.6326377e-03, 2.0584262e-03,-4.2910189e-03,-6.7284761e-04, 2.6033537e-03,-6.5769040e-04,-2.3754856e-04, 3.6388486e-05,-1.3189423e-03"
Cape Girardeau Missouri,"-0.00179457,-0.04708285, 0.03321458, 0.00997524, 0.004184  ,-0.02371731, 0.02576495,-0.00422563,-0.00130544,-0.00386216, 0.00965625,-0.00033033, 0.00170639, 0.00033574,-0.0018007 , 0.00560777, 0.00656973, 0.00335632, 0.01359427, 0.00241921, 0.0041741 ,-0.00929875,-0.00543514,-0.00195895, 0.00688195, 0.00677712, 0.00297334, 0.00064897,-0.0013994 ,-0.00121644, 0.00021817,-0.00136058,-0.00460936, 0.00281959,-0.00217283,-0.00120747, 0.00367173,-0.00221282, 0.00189405,-0.00028044,-0.00051153,-0.00175947, 0.00276272, 0.00376045,-0.00126985, 0.00068662,-0.00101022, 0.0032664 , 0.00177927, 0.00208207"
Cape May New Jersey," 0.05757088, 0.00474666, 0.06902284,-0.00679215, 0.03082812, 0.08492205, 0.04730131, 0.01066158,-0.02995104, 0.03153483, 0.00316908,-0.0269861 ,-0.00512841, 0.00160001, 0.0027716 ,-0.01259265, 0.00522254, 0.00082721, 0.00411529, 0.0009273 , 0.0030268 ,-0.00726416, 0.00465786, 0.00539803,-0.00391957,-0.00189955,-0.00395394,-0.00357451,-0.0042338 , 0.00079956, 0.0035282 , 0.00177346, 0.00268525, 0.00178124,-0.00587596, 0.001914  , 0.00254318, 0.00524689, 0.00297871, 0.0032727 ,-0.0006524 ,-0.00328402,-0.00125457, 0.00641582,-0.00302862, 0.00109172,-0.00116915, 0.00332774, 0.0011605 , 0.00134482"
Carbon Montana," 2.00918671e-02, 6.73346370e-02,-3.15839946e-02, 5.72322914e-03, 2.19222177e-02, 5.03857173e-02,-1.53007833e-02, 3.80670764e-02,-3.08065619e-02,-1.84842125e-02,-4.03964669e-02, 2.30729654e-02, 1.28902625e-02, 1.42967487e-02, 1.59933046e-02, 1.80004053e-02, 6.05673762e-03, 1.08274035e-02, 6.06046990e-03,-1.46099366e-02, 8.63626425e-04, 5.86719532e-03,-2.91915443e-02, 6.17534341e-03,-4.06726322e-05, 1.92557723e-04,-5.16473083e-03,-3.58951720e-03, 5.88690257e-03, 1.75412907e-03,-2.22685491e-03, 6.15017256e-03,-7.35948840e-03,-9.46413027e-04,-2.50042719e-03,-2.26603914e-03,-4.37523064e-04,-4.06665355e-03, 1.88328011e-03, 1.12351333e-03,-1.92600524e-03, 2.51460355e-03, 4.25710995e-03, 1.73680543e-03, 2.74805422e-03, 9.84832644e-04,-1.84152136e-03,-8.07263423e-03, 1.98825821e-03,-5.74448146e-04"
Carbon Pennsylvania,"-7.8009889e-02, 3.1489097e-02, 3.4169257e-02,-4.7710069e-02,-5.2283809e-02, 2.7658613e-02,-7.7236579e-03, 9.4263609e-03, 5.2440688e-03, 7.8091579e-03,-2.5407327e-02, 1.4349556e-02, 3.8055764e-03,-1.6345591e-03, 1.9969980e-04,-4.1205538e-03, 1.0764095e-03, 4.7353329e-04,-1.6481906e-02,-3.2257021e-03, 2.6133296e-03, 4.5923633e-03,-5.3030305e-04,-9.9860178e-04,-1.6324437e-04, 1.9864542e-03, 2.9363297e-03,-5.1255682e-03,-2.3081892e-03, 1.9750830e-03,-2.3656029e-03,-6.1331615e-03, 4.7238739e-03,-3.5142854e-03,-3.4673673e-03, 1.8383467e-03, 1.5956133e-03,-4.5721716e-04,-1.6635215e-03, 4.4881328e-04, 1.5898811e-03,-4.4775037e-03, 7.0117399e-05, 1.1277756e-03, 1.1403972e-03,-5.7789646e-03, 9.0660423e-04, 1.7818863e-03, 1.6555722e-03,-2.3322448e-03"
Carbon Utah,"-0.06597049,-0.037413  ,-0.00158695,-0.00413014,-0.03603536, 0.02357972,-0.03686824, 0.03780688,-0.01562574, 0.00751325, 0.00793965,-0.00167383,-0.00375968, 0.00296567,-0.00065048,-0.00644348, 0.00650061, 0.00313622,-0.00264533, 0.00187875,-0.00275006, 0.00445547, 0.00295505,-0.00225508,-0.00097965,-0.00173558,-0.00059741, 0.00850896, 0.00189174,-0.00251532,-0.00313707, 0.00830438, 0.00714089,-0.00143518, 0.00648725,-0.0073876 ,-0.00506162,-0.00213389,-0.00766479, 0.00264342, 0.00341981,-0.00293925, 0.00135715,-0.0022251 ,-0.00138384, 0.00175219, 0.00146077, 0.00123152,-0.00124277, 0.00108436"
Carbon Wyoming," 0.11370072, 0.03016858,-0.01650307, 0.00812762,-0.00197086, 0.01537082, 0.00389417, 0.005202  ,-0.02548724,-0.02796602, 0.02427241, 0.04034254, 0.01689865,-0.00976089, 0.0009827 ,-0.01066859, 0.00069289,-0.00232873, 0.00029261, 0.00441448,-0.00767434, 0.00572279,-0.00076171, 0.01170553,-0.01438838, 0.01052023, 0.00586849,-0.01593155, 0.00057184,-0.00403741,-0.01832809,-0.01194882, 0.00143754,-0.00759357, 0.00203908,-0.00611552, 0.00253161, 0.00642127,-0.00711106, 0.00395531, 0.00049146,-0.00602857, 0.0020429 ,-0.00266984,-0.00263752, 0.00118715, 0.00434863, 0.00021247,-0.00451764, 0.00082503"
Caribou Idaho,"-0.08764219, 0.02366894,-0.09791344, 0.04838272, 0.03865302, 0.00762697,-0.05216075, 0.0350262 , 0.01479072,-0.02797412, 0.04223063, 0.00891238,-0.00397203,-0.00152218,-0.00138295, 0.00854296, 0.02168335, 0.00257406,-0.02458009,-0.00960898,-0.01702689,-0.00676246, 0.00082761, 0.00611429,-0.00444223, 0.02856992, 0.00036942,-0.01027039,-0.00566214, 0.00192632,-0.01936105,-0.02489194, 0.00269562,-0.00518372, 0.00543782, 0.00185543,-0.00325403,-0.00238387,-0.00418118, 0.00193618, 0.01865103,-0.00297885,-0.00046324, 0.00874099,-0.01195985,-0.00120363,-0.00621708,-0.00620035,-0.01090264, 0.00332725"
Carlisle Kentucky,"-9.60254297e-02, 1.48317441e-01, 3.45310122e-02,-5.63256023e-03, 3.64602506e-02,-8.43911693e-02,-1.69097707e-02, 5.69934584e-03,-1.59869455e-02,-2.87552830e-02,-1.66010056e-02, 1.08188540e-02,-2.81258747e-02, 3.92327867e-02,-2.99326261e-03, 8.17496143e-03,-6.95486786e-03,-2.66748127e-02, 1.72031962e-03,-8.24101921e-03,-1.43585112e-02, 6.53233146e-03, 6.02732552e-03,-4.34633717e-03,-6.77479664e-03,-4.77957074e-03,-3.12716793e-03,-2.14504986e-03,-9.55641083e-03,-1.58937264e-03,-1.63671246e-03,-1.72584620e-03, 2.73490627e-03,-5.85982343e-03,-1.03467535e-02,-9.85270599e-04, 6.65788772e-03,-4.83039860e-03,-4.96996846e-03,-4.08910727e-03,-2.44491384e-03, 5.25669800e-03, 9.24498308e-04, 1.23163045e-04,-1.00799203e-02,-4.56470624e-03, 3.91211919e-03,-1.10183917e-02, 9.18119960e-03,-5.89857949e-03"
Carlton Minnesota,"-3.8042791e-02, 5.6247511e-03,-1.3335021e-02,-4.1221771e-02,-2.2833886e-02, 1.8897522e-02,-2.2786044e-02, 3.2744840e-02, 2.7518799e-03, 2.4530340e-03, 7.4685025e-03, 2.0709587e-03, 1.2152621e-02, 3.3870854e-03, 1.5177833e-02, 2.5076913e-02,-4.0042209e-03, 8.8887513e-03,-4.6181567e-03, 5.9496335e-05, 5.3284392e-03, 3.3193058e-03,-4.4956091e-03,-2.7573414e-03, 5.8796429e-03, 1.7903335e-03, 3.1819020e-03, 2.9872705e-03,-7.8938603e-03, 9.7719918e-04,-3.1476936e-03, 3.2422426e-03,-6.0160719e-03,-3.3668883e-04,-7.0862164e-04,-9.2381024e-04, 4.4847358e-04, 3.6400597e-04, 4.2302840e-04,-7.0275884e-04,-1.4294444e-03,-2.0469776e-04, 5.9198891e-04, 7.3341571e-04, 5.7234213e-04, 4.4040399e-04,-4.4788394e-04,-7.1027484e-05,-3.0922052e-05,-2.0707957e-04"
Caroline Maryland,"-9.04264003e-02,-6.63047703e-03, 7.11916760e-02,-3.54488567e-02, 1.51470406e-02, 1.02760186e-02, 3.70336026e-02, 2.36498248e-02, 9.93206352e-03, 1.34338085e-02, 1.26423081e-04,-1.09804713e-03,-8.05165619e-03,-7.79182883e-03, 7.07683759e-03,-4.71981271e-04,-9.80934966e-03, 1.54720503e-03,-2.13602576e-02,-1.27863875e-02, 7.70301139e-03, 1.90790221e-02,-3.04845767e-03,-2.56313290e-03, 3.94029683e-03,-9.80123761e-04,-5.34133660e-03,-4.27245395e-04,-7.21476623e-04, 1.09505979e-03,-2.57213903e-03,-1.27753126e-03, 2.05737515e-03, 9.62597132e-03, 2.12831702e-03, 1.10245002e-02,-2.23144548e-06, 2.84726545e-03,-1.67534989e-03, 1.25448999e-03,-4.13726317e-03,-6.18703954e-04, 1.86397432e-04, 1.86623295e-03, 9.71164554e-04,-5.48877288e-04,-9.67367610e-04, 1.43197220e-04,-7.75969747e-05,-2.08282305e-04"
Caroline Virginia," 0.03739576,-0.0171748 , 0.0055515 , 0.02297392, 0.00543981, 0.02195428, 0.03695953, 0.01244249, 0.00174531, 0.01806985, 0.00247428, 0.00974034, 0.01673987, 0.0090226 ,-0.02259249,-0.01264338,-0.00214419,-0.00470583, 0.00656583,-0.01115731, 0.01625441,-0.00346482, 0.01105681, 0.0291894 , 0.00417617, 0.00250219,-0.00770942, 0.00260284, 0.00534737,-0.00499501, 0.00124609, 0.01101286, 0.0016243 , 0.00504364, 0.00967676, 0.00020413,-0.00320328, 0.00391026,-0.00692697, 0.00301361,-0.0014541 , 0.00370695, 0.00124914,-0.00378289, 0.00295145, 0.00126675, 0.00053327,-0.01233311,-0.00094944,-0.00495121"
